"GeoFIPS","GeoName","Region","ComponentId","ComponentName","IndustryId","IndustryClassification","Description","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016"
"15000","Hawaii","8","900","Real GDP by state","79","721","    Accommodation",3008,3400,3450,3799,3429,3542,3771,4075,4058,4076,4020,3643,2967,3171,3485,3800,3977,3742,3781,"(NA)"
"15000","Hawaii","8","900","Real GDP by state","80","722","    Food services and drinking places",1571,1544,1609,1700,1675,1708,1862,2025,2086,2114,2082,1974,1848,1881,1974,2004,2080,2146,2248,"(NA)"
"15000","Hawaii","8","900","Real GDP by state","81","81","  Other services, except government",1818,1848,1827,1866,1729,1771,1711,1722,1768,1815,1756,1697,1553,1545,1555,1562,1551,1578,1602,1638
"15000","Hawaii","8","900","Real GDP by state","82","92"," Government",12326,12347,12539,12324,12309,12752,13064,13446,13638,13889,13991,14421,14697,14888,15250,15383,15098,15330,15473,15443
"15000","Hawaii","8","900","Real GDP by state","83","...","  Federal civilian",2939,3046,3034,3122,3118,3223,3312,3262,3268,3300,3324,3352,3494,3678,3816,3909,3691,3691,3714,"(NA)"
"15000","Hawaii","8","900","Real GDP by state","84","...","  Federal military",3648,3607,3514,3534,3704,3851,3951,4199,4315,4445,4554,4798,5004,5077,5148,5139,5023,4973,5020,"(NA)"
"15000","Hawaii","8","900","Real GDP by state","85","...","  State and local",5745,5696,5990,5667,5494,5687,5809,5997,6067,6154,6119,6273,6198,6133,6284,6333,6382,6659,6731,"(NA)"
"15000","Hawaii","8","900","Real GDP by state","86","11, 21","Natural resources and mining",354,368,450,485,445,504,502,433,499,561,435,414,496,440,361,347,338,361,417,420
"15000","Hawaii","8","900","Real GDP by state","87","42, 44-45","Trade",5446,5388,5398,5590,5835,5979,6584,6838,7187,7165,7105,6875,6425,6572,6844,6987,7161,7158,7325,7494
"15000","Hawaii","8","900","Real GDP by state","88","...","Transportation and utilities",4294,3859,3862,3692,3009,2864,3060,3580,4006,4382,4443,4272,3925,4411,4584,4343,4511,4396,4282,4437
"15000","Hawaii","8","900","Real GDP by state","89","...","Private goods-producing industries",4692,4429,4513,4788,4812,5143,5600,5700,6219,6266,6376,6435,6091,5505,5091,5128,5197,5429,5913,6309
"15000","Hawaii","8","900","Real GDP by state","90","...","Private services-providing industries",36118,35001,35529,36618,36573,37525,39502,42474,44973,46162,47057,46865,44594,47018,47651,48429,49414,49361,50319,51479
"15000","Hawaii","8","800","Quantity indexes for real GDP by state","1","...","All industry total",81.228,79.110,80.335,82.149,82.086,84.669,88.863,94.226,99.146,101.425,103.120,103.578,100.000,103.092,103.960,105.402,106.568,107.224,109.685,112.037
"15000","Hawaii","8","800","Quantity indexes for real GDP by state","2","..."," Private industries",80.593,77.908,79.112,81.763,81.711,84.183,88.935,95.060,100.992,103.434,105.416,105.160,100.000,103.616,104.012,105.612,107.687,108.074,110.969,114.064
"15000","Hawaii","8","800","Quantity indexes for real GDP by state","3","11","  Agriculture, forestry, fishing, and hunting",72.553,75.163,92.477,99.933,91.427,106.658,105.565,91.047,108.111,119.273,83.640,80.323,100.000,92.831,77.208,72.146,70.125,75.262,86.447,92.108
"15000","Hawaii","8","800","Quantity indexes for real GDP by state","4","111-112","   Farms",69.040,73.096,90.726,100.528,91.103,107.294,105.135,89.958,110.737,120.512,81.804,78.913,100.000,91.950,72.320,65.164,62.808,68.027,81.057,"(NA)"
"15000","Hawaii","8","800","Quantity indexes for real GDP by state","5","113-115","   Forestry, fishing, and related activities",96.004,88.589,104.011,98.401,95.068,104.701,110.283,100.331,90.977,110.783,96.254,89.684,100.000,98.232,112.161,125.340,126.349,130.643,130.682,"(NA)"
"15000","Hawaii","8","800","Quantity indexes for real GDP by state","6","21","  Mining",74.244,80.473,92.092,96.584,90.460,75.963,81.282,71.452,60.328,78.660,105.467,97.120,100.000,74.445,56.381,63.809,62.249,64.886,77.313,60.302
"15000","Hawaii","8","800","Quantity indexes for real GDP by state","7","211","   Oil and gas extraction",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,46.722,100.000,107.658,111.483,181.677,162.231,156.466,328.947,"(NA)"
"15000","Hawaii","8","800","Quantity indexes for real GDP by state","8","212","   Mining, except oil and gas",75.307,81.625,93.410,97.966,91.755,77.051,81.647,71.937,60.685,79.463,106.127,97.548,100.000,74.521,56.165,63.335,61.834,64.600,76.588,"(NA)"
"15000","Hawaii","8","800","Quantity indexes for real GDP by state","9","213","   Support activities for mining",0.000,0.000,0.000,0.000,0.000,0.000,84.932,56.527,53.766,31.112,91.001,70.510,100.000,42.759,61.928,74.877,74.524,62.164,67.966,"(NA)"
"15000","Hawaii","8","800","Quantity indexes for real GDP by state","10","22","  Utilities",95.600,88.237,102.460,110.880,90.825,87.636,89.857,98.148,94.751,103.642,105.374,116.447,100.000,119.662,135.089,114.095,113.791,108.238,98.606,95.785
"15000","Hawaii","8","800","Quantity indexes for real GDP by state","11","23","  Construction",79.464,73.047,70.104,76.317,75.360,78.619,87.221,93.444,106.708,106.750,112.643,110.905,100.000,91.107,87.302,87.858,86.776,87.184,94.862,102.235
"15000","Hawaii","8","800","Quantity indexes for real GDP by state","12","31-33","  Manufacturing",75.946,72.464,76.862,76.406,83.302,91.801,99.315,94.875,88.293,87.206,87.076,98.256,100.000,88.832,77.807,79.925,88.089,100.861,108.269,113.936
"15000","Hawaii","8","800","Quantity indexes for real GDP by state","13","...","   Durable goods manufacturing",74.904,67.683,68.797,80.020,83.048,82.655,83.153,91.810,99.761,105.718,117.358,112.976,100.000,98.082,104.167,95.001,106.381,103.669,102.932,104.069
"15000","Hawaii","8","800","Quantity indexes for real GDP by state","14","321","    Wood products manufacturing",53.145,54.503,66.980,77.006,76.172,54.549,62.650,53.651,73.837,88.755,104.630,102.621,100.000,118.520,75.879,62.131,53.134,42.268,48.152,"(NA)"
"15000","Hawaii","8","800","Quantity indexes for real GDP by state","15","327","    Nonmetallic mineral products manufacturing",91.527,86.415,90.214,98.813,108.968,114.569,125.313,141.982,147.067,162.976,176.557,157.234,100.000,97.141,107.989,112.632,130.014,138.129,135.149,"(NA)"
"15000","Hawaii","8","800","Quantity indexes for real GDP by state","16","331","    Primary metals manufacturing",58.942,120.679,136.448,149.036,139.704,144.358,199.515,207.236,382.637,414.645,571.525,220.376,100.000,49.751,67.530,66.429,98.683,99.859,121.420,"(NA)"
"15000","Hawaii","8","800","Quantity indexes for real GDP by state","17","332","    Fabricated metal products",121.558,107.878,86.850,115.212,105.084,110.568,131.170,135.879,141.735,134.227,132.547,118.706,100.000,88.698,83.896,85.444,86.707,86.952,93.123,"(NA)"
"15000","Hawaii","8","800","Quantity indexes for real GDP by state","18","333","    Machinery manufacturing",77.106,90.782,92.783,96.061,47.956,55.291,53.314,56.817,75.173,83.370,111.305,85.570,100.000,117.803,131.461,154.149,122.905,111.076,91.337,"(NA)"
"15000","Hawaii","8","800","Quantity indexes for real GDP by state","19","334","    Computer and electronic products manufacturing",15.196,15.451,20.155,38.031,61.022,38.093,12.533,13.626,25.014,26.307,39.872,65.508,100.000,96.507,93.849,93.612,167.770,150.983,152.470,"(NA)"
"15000","Hawaii","8","800","Quantity indexes for real GDP by state","20","335","    Electrical equipment, appliance, and components manufacturing",82.263,37.342,38.457,47.898,20.759,30.266,33.820,43.956,64.764,119.006,113.459,83.790,100.000,97.991,166.785,122.177,48.287,46.230,56.791,"(NA)"
"15000","Hawaii","8","800","Quantity indexes for real GDP by state","21","3361-3363","    Motor vehicles, bodies and trailers, and parts manufacturing",267.876,150.980,138.642,182.392,60.625,72.870,89.752,101.113,183.743,147.339,174.215,119.270,100.000,100.595,132.071,57.005,57.586,66.613,62.085,"(NA)"
"15000","Hawaii","8","800","Quantity indexes for real GDP by state","22","3364-3366, 3369","    Other transportation equipment manufacturing",36.683,27.298,31.103,41.129,42.302,44.566,45.781,48.016,47.191,46.300,73.052,85.533,100.000,99.291,123.272,88.269,96.058,82.619,81.294,"(NA)"
"15000","Hawaii","8","800","Quantity indexes for real GDP by state","23","337","    Furniture and related products manufacturing",115.996,107.754,110.440,137.173,131.204,124.603,132.311,158.423,138.092,151.098,138.209,126.680,100.000,87.550,84.763,78.742,61.666,58.034,53.662,"(NA)"
"15000","Hawaii","8","800","Quantity indexes for real GDP by state","24","339","    Miscellaneous manufacturing",104.606,91.634,83.953,65.654,63.873,81.028,66.326,78.467,103.275,102.565,99.288,99.459,100.000,101.678,99.526,100.857,123.979,130.622,129.458,"(NA)"
"15000","Hawaii","8","800","Quantity indexes for real GDP by state","25","...","   Nondurable goods manufacturing",76.265,74.263,79.933,75.164,83.401,94.992,104.952,96.178,85.207,82.124,78.719,94.057,100.000,86.205,71.116,75.668,83.018,99.358,108.760,115.638
"15000","Hawaii","8","800","Quantity indexes for real GDP by state","26","311-312","    Food and beverage and tobacco products manufacturing",88.827,88.455,93.086,81.361,82.919,90.644,102.376,81.594,98.864,115.139,95.491,96.439,100.000,98.907,92.620,98.387,102.617,106.772,107.339,"(NA)"
"15000","Hawaii","8","800","Quantity indexes for real GDP by state","27","313-314","    Textile mills and textile product mills",71.267,47.948,42.748,41.431,30.144,36.749,48.166,61.664,87.273,96.413,129.303,113.885,100.000,77.268,68.975,69.042,69.627,69.045,68.309,"(NA)"
"15000","Hawaii","8","800","Quantity indexes for real GDP by state","28","315-316","    Apparel and leather and allied products manufacturing",248.169,236.994,252.641,211.922,263.817,216.248,176.290,206.795,155.589,137.039,136.107,121.866,100.000,96.957,130.297,141.175,157.928,154.139,152.021,"(NA)"
"15000","Hawaii","8","800","Quantity indexes for real GDP by state","29","322","    Paper products manufacturing",280.174,229.275,253.790,216.698,192.707,197.834,231.427,261.127,253.387,264.831,248.201,220.592,100.000,83.075,77.231,53.824,38.949,72.268,101.388,"(NA)"
"15000","Hawaii","8","800","Quantity indexes for real GDP by state","30","323","    Printing and related support activities",92.270,79.903,122.277,116.352,102.369,103.914,106.701,113.503,98.718,104.915,109.944,115.523,100.000,99.108,107.567,115.095,121.371,120.926,111.189,"(NA)"
"15000","Hawaii","8","800","Quantity indexes for real GDP by state","31","324","    Petroleum and coal products manufacturing",56.673,58.735,56.763,59.274,75.439,100.514,114.466,107.998,70.779,53.550,59.530,86.675,100.000,70.505,48.519,50.563,59.341,84.828,102.320,"(NA)"
"15000","Hawaii","8","800","Quantity indexes for real GDP by state","32","325","    Chemical products manufacturing",52.892,46.978,59.093,62.830,83.669,83.318,83.391,84.777,100.811,115.437,88.111,95.235,100.000,121.512,99.846,121.721,125.235,125.268,125.122,"(NA)"
"15000","Hawaii","8","800","Quantity indexes for real GDP by state","33","326","    Plastics and rubber products manufacturing",66.901,54.501,52.582,66.484,85.392,76.774,81.770,104.606,139.685,126.192,113.405,103.867,100.000,99.664,116.108,131.079,134.348,130.660,129.872,"(NA)"
"15000","Hawaii","8","800","Quantity indexes for real GDP by state","34","42","  Wholesale trade",82.699,85.107,86.153,89.421,95.195,98.039,105.933,108.758,112.393,111.062,114.644,114.550,100.000,100.173,101.995,103.221,106.845,108.716,111.858,113.630
"15000","Hawaii","8","800","Quantity indexes for real GDP by state","35","44-45","  Retail trade",85.665,83.239,83.006,85.864,88.829,90.798,100.848,105.299,111.499,111.577,108.689,103.594,100.000,103.290,108.653,111.352,113.621,112.660,115.001,118.055
"15000","Hawaii","8","800","Quantity indexes for real GDP by state","36","48-49","  Transportation and warehousing",115.831,103.010,96.820,87.444,71.069,67.216,73.247,88.479,105.541,115.446,116.928,104.875,100.000,108.485,107.198,108.418,114.822,113.184,113.440,120.388
"15000","Hawaii","8","800","Quantity indexes for real GDP by state","37","481","   Air transportation",166.304,138.722,133.038,107.154,72.433,69.413,78.777,99.365,114.169,116.812,120.090,100.025,100.000,118.975,107.828,109.592,116.575,117.279,119.257,"(NA)"
"15000","Hawaii","8","800","Quantity indexes for real GDP by state","38","482","   Rail transportation",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,"(NA)"
"15000","Hawaii","8","800","Quantity indexes for real GDP by state","39","483","   Water transportation",31.329,27.019,19.695,22.249,22.511,12.339,12.962,26.228,56.229,102.640,126.920,106.021,100.000,82.189,102.601,106.721,138.387,123.377,109.298,"(NA)"
"15000","Hawaii","8","800","Quantity indexes for real GDP by state","40","484","   Truck transportation",78.585,86.870,88.570,93.238,90.444,91.782,96.559,99.468,110.138,114.471,116.437,110.642,100.000,108.607,113.438,118.445,116.445,117.559,111.652,"(NA)"
"15000","Hawaii","8","800","Quantity indexes for real GDP by state","41","485","   Transit and ground passenger transportation",94.895,84.998,87.803,92.000,92.469,92.147,106.328,110.380,114.216,122.807,118.650,110.937,100.000,104.195,111.887,116.967,115.441,119.059,119.262,"(NA)"
"15000","Hawaii","8","800","Quantity indexes for real GDP by state","42","486","   Pipeline transportation",733.914,171.650,139.727,129.360,445.209,212.589,243.266,502.493,22913.128,20725.903,4989.182,209.918,100.000,125.264,0.000,0.000,0.000,0.000,0.000,"(NA)"
"15000","Hawaii","8","800","Quantity indexes for real GDP by state","43","487-488, 492","   Other transportation and support activities",108.085,107.156,99.489,104.453,104.581,104.082,104.769,113.053,125.338,122.866,105.469,110.969,100.000,101.217,105.909,102.801,103.270,99.565,104.137,"(NA)"
"15000","Hawaii","8","800","Quantity indexes for real GDP by state","44","493","   Warehousing and storage",91.158,91.196,57.002,54.762,57.161,60.469,76.942,89.304,103.806,102.275,100.608,101.443,100.000,104.790,98.904,96.798,98.222,98.171,101.770,"(NA)"
"15000","Hawaii","8","800","Quantity indexes for real GDP by state","45","51","  Information",58.018,52.864,53.419,54.575,56.140,60.317,59.619,72.884,77.522,86.780,99.327,97.627,100.000,125.855,91.897,86.371,95.068,90.548,100.928,102.244
"15000","Hawaii","8","800","Quantity indexes for real GDP by state","46","511","   Publishing industries, except Internet (includes software)",77.083,77.096,88.036,72.573,78.476,82.209,89.273,104.586,110.134,99.049,120.136,111.161,100.000,91.346,78.552,79.213,80.302,74.045,74.194,"(NA)"
"15000","Hawaii","8","800","Quantity indexes for real GDP by state","47","512","   Motion picture and sound recording industries",28.961,26.203,27.684,38.977,34.348,44.876,26.721,55.819,34.572,35.393,69.662,57.615,100.000,243.660,107.550,82.322,93.301,68.151,85.713,"(NA)"
"15000","Hawaii","8","800","Quantity indexes for real GDP by state","48","515, 517","   Broadcasting and telecommunications",62.464,55.089,53.775,56.362,57.131,56.739,58.771,66.990,79.711,96.590,101.945,105.837,100.000,95.751,89.394,89.290,99.379,101.964,113.461,"(NA)"
"15000","Hawaii","8","800","Quantity indexes for real GDP by state","49","518, 519","   Data processing, internet publishing, and other information services",39.164,46.802,38.092,32.178,61.130,116.403,122.153,137.138,134.243,153.422,128.085,127.475,100.000,102.605,108.846,100.204,110.595,120.524,120.656,"(NA)"
"15000","Hawaii","8","800","Quantity indexes for real GDP by state","50","52, 53","  Finance, insurance, real estate, rental, and leasing",67.900,66.620,69.513,71.533,73.512,74.598,77.209,84.743,93.938,95.932,100.871,102.184,100.000,105.916,106.499,108.970,108.077,108.531,109.860,112.388
"15000","Hawaii","8","800","Quantity indexes for real GDP by state","51","52","   Finance and insurance",61.926,61.995,67.486,75.128,81.779,93.902,94.535,99.538,103.328,102.077,103.624,99.961,100.000,97.017,102.778,103.728,96.007,111.799,108.558,111.529
"15000","Hawaii","8","800","Quantity indexes for real GDP by state","52","521-522","    Federal Reserve banks, credit intermediation, and related services",54.257,57.303,71.908,79.754,81.481,109.503,109.945,112.566,113.192,105.975,104.167,99.496,100.000,89.894,93.212,94.394,87.062,81.345,82.607,"(NA)"
"15000","Hawaii","8","800","Quantity indexes for real GDP by state","53","523","    Securities, commodity contracts, and investments",82.744,66.592,82.108,106.847,124.646,118.168,99.717,102.672,131.371,141.385,116.607,88.493,100.000,101.216,98.754,98.574,100.510,91.432,89.292,"(NA)"
"15000","Hawaii","8","800","Quantity indexes for real GDP by state","54","524","    Insurance carriers and related activities",68.036,67.456,61.983,67.384,77.580,76.239,79.001,86.514,90.164,93.626,100.531,101.185,100.000,101.493,109.985,108.514,98.753,124.208,127.757,"(NA)"
"15000","Hawaii","8","800","Quantity indexes for real GDP by state","55","525","    Funds, trusts, and other financial vehicles",9.729,42.122,55.711,39.061,48.967,47.614,63.413,70.478,82.214,67.250,145.249,152.005,100.000,171.766,212.535,371.727,383.125,1457.543,677.174,"(NA)"
"15000","Hawaii","8","800","Quantity indexes for real GDP by state","56","53","   Real estate and rental and leasing",69.143,67.581,69.954,70.883,71.979,71.028,74.003,82.007,92.207,94.800,100.357,102.563,100.000,107.398,107.097,109.830,110.142,107.851,110.004,112.450
"15000","Hawaii","8","800","Quantity indexes for real GDP by state","57","531","    Real estate",67.301,65.343,67.653,68.814,69.608,68.851,71.939,80.679,91.153,93.125,99.429,101.603,100.000,107.903,107.253,108.562,108.300,105.809,107.634,"(NA)"
"15000","Hawaii","8","800","Quantity indexes for real GDP by state","58","532-533","    Rental and leasing services and lessors of intangible assets",91.034,93.798,96.904,95.195,99.763,96.514,98.124,97.366,104.319,114.196,110.942,113.520,100.000,101.703,105.330,124.196,131.077,131.130,137.229,"(NA)"
"15000","Hawaii","8","800","Quantity indexes for real GDP by state","59","54, 55, 56","  Professional and business services",78.768,71.249,70.933,73.471,82.604,90.912,96.570,98.965,99.089,102.351,101.043,105.497,100.000,104.906,109.527,112.603,115.852,118.259,121.382,123.647
"15000","Hawaii","8","800","Quantity indexes for real GDP by state","60","54","   Professional, scientific, and technical services",79.578,67.844,67.357,69.688,78.563,86.421,88.292,88.823,92.534,96.516,98.415,105.378,100.000,97.351,100.513,100.094,99.278,100.105,102.798,103.487
"15000","Hawaii","8","800","Quantity indexes for real GDP by state","61","5411","    Legal services",141.987,124.408,121.589,124.542,132.560,127.325,122.637,108.803,106.424,108.555,108.121,116.554,100.000,96.162,96.511,91.818,89.138,91.046,91.727,"(NA)"
"15000","Hawaii","8","800","Quantity indexes for real GDP by state","62","5415","    Computer systems design and related services",29.302,31.007,31.943,31.248,39.740,50.876,59.949,63.694,77.169,88.460,88.881,95.047,100.000,96.893,99.560,105.656,110.588,108.865,114.768,"(NA)"
"15000","Hawaii","8","800","Quantity indexes for real GDP by state","63","5412-5414, 5416-5419","    Miscellaneous professional, scientific, and technical services",78.177,63.296,62.919,66.129,74.977,85.081,86.243,90.061,92.514,94.784,97.909,104.608,100.000,97.899,102.215,101.554,99.854,100.951,103.585,"(NA)"
"15000","Hawaii","8","800","Quantity indexes for real GDP by state","64","55","   Management of companies and enterprises",106.990,107.122,97.526,92.316,110.683,128.521,133.806,151.871,131.525,123.847,115.033,110.899,100.000,104.188,109.969,121.547,134.419,139.303,141.230,148.266
"15000","Hawaii","8","800","Quantity indexes for real GDP by state","65","56","   Administrative and waste management services",67.861,64.499,66.873,71.763,78.487,84.640,95.696,96.132,97.495,103.318,99.819,103.640,100.000,116.870,123.330,128.648,134.658,138.639,142.863,145.851
"15000","Hawaii","8","800","Quantity indexes for real GDP by state","66","561","    Administrative and support services",66.696,63.104,65.108,70.055,77.081,83.849,95.916,96.895,98.256,104.858,99.562,104.223,100.000,116.665,125.041,129.744,136.460,141.267,146.700,"(NA)"
"15000","Hawaii","8","800","Quantity indexes for real GDP by state","67","562","    Waste management and remediation services",80.029,79.342,85.966,90.104,93.376,92.795,93.185,87.977,89.352,86.872,102.633,97.575,100.000,118.952,106.458,117.817,116.934,112.981,105.721,"(NA)"
"15000","Hawaii","8","800","Quantity indexes for real GDP by state","68","61, 62","  Educational services, health care, and social assistance",80.755,74.694,74.707,76.978,79.308,80.590,84.100,87.101,90.061,91.569,92.592,98.524,100.000,99.440,101.159,102.308,104.227,105.808,110.343,113.688
"15000","Hawaii","8","800","Quantity indexes for real GDP by state","69","61","   Educational services",86.229,79.945,78.139,81.298,80.942,78.707,85.279,89.495,89.614,91.022,92.167,96.930,100.000,99.277,97.846,99.012,94.140,91.472,89.089,86.921
"15000","Hawaii","8","800","Quantity indexes for real GDP by state","70","62","   Health care and social assistance",79.899,73.874,74.172,76.302,79.054,80.891,83.911,86.715,90.141,91.665,92.668,98.800,100.000,99.469,101.740,102.886,106.041,108.410,114.248,118.645
"15000","Hawaii","8","800","Quantity indexes for real GDP by state","71","621","    Ambulatory health care services",87.866,75.427,75.802,79.257,83.370,87.915,92.152,89.637,93.390,95.958,94.768,101.373,100.000,99.060,103.440,104.912,108.401,111.442,119.551,"(NA)"
"15000","Hawaii","8","800","Quantity indexes for real GDP by state","72","622-623","    Hospitals and nursing and residential care facilities",74.234,75.621,75.075,75.384,73.015,71.539,72.074,82.920,85.218,86.080,88.903,95.106,100.000,100.209,102.494,103.554,106.191,109.487,114.877,"(NA)"
"15000","Hawaii","8","800","Quantity indexes for real GDP by state","73","624","    Social assistance",63.049,65.230,67.442,68.829,79.538,79.275,84.200,86.096,91.368,90.674,95.099,99.210,100.000,98.973,93.103,93.245,96.568,93.929,92.849,"(NA)"
"15000","Hawaii","8","800","Quantity indexes for real GDP by state","74","71, 72","  Arts, entertainment, recreation, accommodation, and food services",95.135,101.679,103.539,111.907,103.779,106.765,113.975,122.358,122.903,123.576,123.032,114.974,100.000,103.447,110.548,117.519,123.821,121.037,123.208,125.098
"15000","Hawaii","8","800","Quantity indexes for real GDP by state","75","71","   Arts, entertainment, and recreation",93.035,90.521,89.157,91.396,85.703,87.975,90.342,89.903,88.592,87.299,95.536,102.425,100.000,93.636,91.333,96.923,110.522,112.973,109.735,108.324
"15000","Hawaii","8","800","Quantity indexes for real GDP by state","76","711-712","    Performing arts, spectator sports, museums, and related activities",77.180,76.300,74.553,79.820,81.017,84.826,86.574,75.237,65.483,67.887,76.508,93.185,100.000,87.538,91.455,94.572,109.929,116.057,122.875,"(NA)"
"15000","Hawaii","8","800","Quantity indexes for real GDP by state","77","713","    Amusements, gambling, and recreation industries",103.634,100.147,98.984,99.461,89.545,90.909,93.681,100.037,104.160,100.427,108.429,108.718,100.000,97.828,91.194,98.501,110.876,110.774,100.433,"(NA)"
"15000","Hawaii","8","800","Quantity indexes for real GDP by state","78","72","   Accommodation and food services",95.327,103.220,105.559,114.839,106.356,109.445,117.378,127.098,127.923,128.887,127.048,116.808,100.000,104.886,113.361,120.534,125.786,122.255,125.188,127.541
"15000","Hawaii","8","800","Quantity indexes for real GDP by state","79","721","    Accommodation",101.381,114.583,116.269,128.027,115.551,119.373,127.087,137.320,136.750,137.381,135.476,122.766,100.000,106.853,117.464,128.073,134.040,126.114,127.418,"(NA)"
"15000","Hawaii","8","800","Quantity indexes for real GDP by state","80","722","    Food services and drinking places",84.995,83.551,87.058,91.970,90.603,92.406,100.731,109.573,112.826,114.386,112.653,106.767,100.000,101.748,106.797,108.430,112.536,116.068,121.619,"(NA)"
"15000","Hawaii","8","800","Quantity indexes for real GDP by state","81","81","  Other services, except government",117.058,118.988,117.626,120.139,111.332,114.061,110.187,110.852,113.856,116.864,113.038,109.243,100.000,99.499,100.116,100.590,99.861,101.615,103.157,105.470
"15000","Hawaii","8","800","Quantity indexes for real GDP by state","82","92"," Government",83.869,84.010,85.322,83.856,83.752,86.771,88.889,91.490,92.800,94.507,95.196,98.125,100.000,101.301,103.762,104.669,102.734,104.312,105.285,105.077
"15000","Hawaii","8","800","Quantity indexes for real GDP by state","83","...","  Federal civilian",84.117,87.170,86.825,89.356,89.224,92.233,94.786,93.349,93.520,94.454,95.135,95.946,100.000,105.251,109.227,111.876,105.625,105.636,106.302,"(NA)"
"15000","Hawaii","8","800","Quantity indexes for real GDP by state","84","...","  Federal military",72.899,72.068,70.224,70.613,74.020,76.949,78.947,83.899,86.222,88.826,90.999,95.882,100.000,101.452,102.870,102.691,100.372,99.367,100.314,"(NA)"
"15000","Hawaii","8","800","Quantity indexes for real GDP by state","85","...","  State and local",92.681,91.902,96.644,91.433,88.640,91.749,93.716,96.747,97.881,99.281,98.715,101.207,100.000,98.942,101.378,102.168,102.966,107.433,108.598,"(NA)"
"15000","Hawaii","8","800","Quantity indexes for real GDP by state","86","11, 21","Natural resources and mining",71.460,74.349,90.831,97.860,89.741,101.615,101.233,87.454,100.722,113.125,87.757,83.598,100.000,88.822,72.759,70.036,68.115,72.773,84.118,84.799
"15000","Hawaii","8","800","Quantity indexes for real GDP by state","87","42, 44-45","Trade",84.768,83.852,84.016,87.002,90.823,93.057,102.469,106.434,111.864,111.515,110.585,107.006,100.000,102.294,106.518,108.743,111.449,111.402,114.002,116.644
"15000","Hawaii","8","800","Quantity indexes for real GDP by state","88","...","Transportation and utilities",109.395,98.333,98.402,94.070,76.654,72.974,77.978,91.218,102.065,111.647,113.215,108.852,100.000,112.388,116.794,110.665,114.931,112.012,109.095,113.061
"15000","Hawaii","8","800","Quantity indexes for real GDP by state","89","...","Private goods-producing industries",77.032,72.710,74.093,78.605,78.994,84.429,91.943,93.579,102.095,102.876,104.685,105.650,100.000,90.386,83.584,84.186,85.324,89.130,97.080,103.571
"15000","Hawaii","8","800","Quantity indexes for real GDP by state","90","...","Private services-providing industries",80.992,78.488,79.671,82.115,82.013,84.148,88.580,95.247,100.850,103.515,105.522,105.093,100.000,105.435,106.856,108.599,110.809,110.690,112.837,115.440
"15000","Hawaii","8","500","Subsidies","1","...","All industry total",-197,-197,-233,-228,-341,-209,-279,-219,-303,-272,-292,-254,-286,-269,-279,-276,-262,-259,-262,"(NA)"
"15000","Hawaii","8","500","Subsidies","2","..."," Private industries",-101,-119,-162,-160,-273,-132,-207,-152,-230,-198,-213,-175,-190,-182,-182,-186,-170,-156,-156,"(NA)"
"15000","Hawaii","8","500","Subsidies","3","11","  Agriculture, forestry, fishing, and hunting",-20,-37,-79,-79,-77,-47,-55,-34,-75,-52,-33,-28,-31,-29,-20,-20,-12,-11,-16,"(NA)"
"15000","Hawaii","8","500","Subsidies","4","111-112","   Farms",-20,-37,-79,-79,-77,-47,-55,-34,-75,-52,-33,-28,-31,-29,-20,-20,-12,-11,-16,"(NA)"
"15000","Hawaii","8","500","Subsidies","5","113-115","   Forestry, fishing, and related activities",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(NA)"
"15000","Hawaii","8","500","Subsidies","6","21","  Mining",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(NA)"
"15000","Hawaii","8","500","Subsidies","7","211","   Oil and gas extraction",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(NA)"
"15000","Hawaii","8","500","Subsidies","8","212","   Mining, except oil and gas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(NA)"
"15000","Hawaii","8","500","Subsidies","9","213","   Support activities for mining",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(NA)"
"15000","Hawaii","8","500","Subsidies","10","22","  Utilities",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(NA)"
"15000","Hawaii","8","500","Subsidies","11","23","  Construction",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(NA)"
"15000","Hawaii","8","500","Subsidies","12","31-33","  Manufacturing",0,0,0,0,0,0,0,0,"(L)","(L)","(L)","(L)","(L)","(L)","(L)",-1,"(L)",-1,"(L)","(NA)"
"15000","Hawaii","8","500","Subsidies","13","...","   Durable goods manufacturing",0,0,0,0,0,0,0,0,0,0,0,"(L)","(L)","(L)","(L)","(L)","(L)","(L)","(L)","(NA)"
"15000","Hawaii","8","500","Subsidies","14","321","    Wood products manufacturing",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(NA)"
